session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
61673077bd83ffd965b824fe,614a414b5ae09058b43fc90b,AWAITING REVIEW,2021-10-13 19:16:11.496000,2021-10-13 20:06:30.154000,3018.658,19,77,0,100,,4A526F60,United States,United States,Part-Time,Korean,United States,Male,Yes
616730c448156f9e911e500e,61622e7c53db7530afea8612,RETURNED,2021-10-13 19:17:27.849000,,80208.104726,25,49,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
616731037b7465584c88f38f,6103262d40c3bb9a16ce4a6d,RETURNED,2021-10-13 19:18:36.984000,,80139.008114,22,41,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6167310d5821c919492aba56,6153582297d0d16092815b3a,AWAITING REVIEW,2021-10-13 19:18:45.728000,2021-10-13 19:37:20.340000,1114.612,19,52,0,100,,4A526F60,United States,United States,Part-Time,English,United States,Female,No
6167316359fd9244142f386a,610891856bfaa68af2980719,AWAITING REVIEW,2021-10-13 19:20:06.144000,2021-10-13 20:29:19.388000,4153.244,23,74,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,No
6167319c899cd2e34a5958b8,613af53a09dacbbf275d04ce,RETURNED,2021-10-13 19:21:02.906000,,79993.168677,22,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
616731e469682e8f770a9b8d,613910ff0126a33710e833e6,AWAITING REVIEW,2021-10-13 19:22:17.535000,2021-10-13 20:18:06.507000,3348.972,22,25,0,100,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
61673313f09f3cbd1ea39c1c,615f308f53b6cf616529f505,AWAITING REVIEW,2021-10-13 19:27:17.787000,2021-10-13 20:27:31.684000,3613.897,19,25,0,100,,NOCODE,United States,United States,Other,Spanish,United States,Male,Yes
61673343c72fdbf2f78c1a4c,615e414028ec238978febf2d,AWAITING REVIEW,2021-10-13 19:28:16.794000,2021-10-13 20:25:33.883000,3437.089,19,43,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
61673396f21bd9d057976d54,61661a63a847bd28eeb8ae46,AWAITING REVIEW,2021-10-13 19:29:28.422000,2021-10-13 20:45:13.876000,4545.454,19,6,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
616733aedb6d162dfb5c6dc0,6147ea1a656b3abd1064486d,RETURNED,2021-10-13 19:29:52.929000,,79463.271841,23,66,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
