session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
614134d9c92fd68e41c759a0,610883b6daa2a4a1d03a0535,RETURNED,2021-09-14 23:48:43.768000,,57069.723992,23,34,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6141350238e2120ecc956a82,6110a26980fce301da35f8a8,RETURNED,2021-09-14 23:49:24.876000,,57028.632946,18,21,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
614135064153bb00c8f4b7ba,611348a5ba46c944424223a4,RETURNED,2021-09-14 23:49:30.237000,,57023.294227,18,5,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6141358979ce812a39061529,6101610ab288a2d5b97d3688,RETURNED,2021-09-14 23:55:55.470000,,56638.082958,21,33,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6141359b30dd40860dff1e72,61084cd46632326d246a90f5,RETURNED,2021-09-14 23:52:04.167000,,56869.409404,20,52,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6141359eb46002baecfd095e,613aa7b98f3d94f2d830bbe7,TIMED-OUT,2021-09-14 23:52:11.182000,,56862.415456,24,15,1,98,,,United States,Mexico,Full-Time,DATA EXPIRED,United States,Female,Yes
614135a112dde7ec3f82d5c4,5efbd29efa42a718ebf2dcc6,RETURNED,2021-09-14 23:52:05.152000,,56868.467567,23,326,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
614135a39df157db44a37178,611465b0cdf9e7bb34a05898,TIMED-OUT,2021-09-14 23:52:08.117000,,56865.523239,21,36,0,100,,,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
6141363ec9d2346cfb3d9cbe,61098d895dc754f8dae63e2b,AWAITING REVIEW,2021-09-14 23:54:41.791000,2021-09-15 00:47:30.402000,3168.611,21,34,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Male,Yes
61413677b2050a3a125720fa,613aa658cf120c357fba7dd6,AWAITING REVIEW,2021-09-14 23:55:41.414000,2021-09-15 00:59:14.838000,3813.424,21,14,0,100,,siYKjqpiaV,United States,Mexico,Other,DATA EXPIRED,United States,Male,Yes
6141373c02c7f119f25ae95e,613ff27bfc16f6849d1dc1e1,AWAITING REVIEW,2021-09-14 23:58:56.578000,2021-09-15 01:00:02.602000,3666.024,18,5,0,100,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
614137e86a3c62b5994b1666,6107527f2b4db80299830ae8,AWAITING REVIEW,2021-09-15 00:01:44.907000,2021-09-15 00:52:43.761000,3058.854,23,39,0,100,,4A526F60,United States,United States,Part-Time,English,United States,Female,No
61413b8490c3d1efa7d6c888,61087340524af628c86bc38c,AWAITING REVIEW,2021-09-15 00:17:10.157000,2021-09-15 01:07:54.136000,3043.979,23,71,0,100,,4A526F60,United States,United States,Full-Time,English,United States,Female,No
61413d256e9f5480e6da9863,6110a3cea048e6a387686a00,AWAITING REVIEW,2021-09-15 00:24:07.851000,2021-09-15 01:30:09.346000,3961.495,24,41,0,100,,NOCODE,United States,United States,Other,English,United States,Female,Yes
61413e2fda52ddc87b88a21c,6132c13194808d59aae1cc62,AWAITING REVIEW,2021-09-15 00:32:58.889000,2021-09-15 01:46:29.783000,4410.894,20,34,1,98,,NOCODE,United States,United States,Unemployed (and job seeking),English,United States,Female,Yes
614142355a7080ce4a165562,6108666b401f2eb3e96153bd,AWAITING REVIEW,2021-09-15 00:45:46.407000,2021-09-15 01:40:55.162000,3308.755,22,55,0,100,,NOCODE,United States,United States,Part-Time,English,United States,Female,Yes
61414ca683d888da5cc46e52,610222b97be726dfedb61b42,AWAITING REVIEW,2021-09-15 01:30:41.924000,2021-09-15 03:36:58.387000,7576.463,18,58,0,100,,4A526F60,United States,United States,Unemployed (and job seeking),English,United States,Female,No
614156872baaa5c1f76ea970,60fefa8d26f46e84a295b223,AWAITING REVIEW,2021-09-15 02:12:37.532000,2021-09-15 03:01:45.408000,2947.876,20,64,0,100,,NOCODE,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Yes
6141fcb732f0e3dc970d88f9,610989c60322d9a2497a828b,AWAITING REVIEW,2021-09-15 14:01:35.766000,2021-09-15 15:06:58.237000,3922.471,24,81,0,100,,NOCODE,United States,United States,Full-Time,English,United States,Female,Yes
